,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Company,min_sal,max_sal,Salary(Avg),State,City,Position at HQ,Company Age,JavaScript,Python,C_plus,SQL,AWS
365,Senior Software Engineer,$68K-$134K (Glassdoor est.),"Job Description

Symitar, a Jack Henry & Associates brand, is looking for a highly driven Senior Software Engineering with hand on experience building modern data applications. Join a diverse and talented team tasked with evolving our data applications into a modern, scalable data platform. In this role you will be expected to contribute to the design, architecture, and implementation of the data platform and its supporting systems. This strategic project is committed to bringing modern distributed computing, big data, and cutting-edge analytics to the credit union community. If sounds like an exciting challenge, then we want to speak with you.

This position can be based in one of the following office locations: Allen TX

MINIMUM QUALIFICATIONS
Bachelor’s degree required (business, software engineering, or computer science degree preferred).
Minimum of 6 years of technical experience in software development.
PREFERRED SKILLS
Skilled in Agile software development practices
Application development using a modern object-oriented language, preferably C#
Highly skilled with large relational databases including physical and logical design, scripting, and tuning
Container frameworks used to run microservices or data processing workloads with Docker or Mesos
System design and architecture
Data streaming with Apache Kafka or Pulsar
Data stream processing workloads using frameworks such as Apache Spark
Data modeling and warehousing techniques
Data visualizations and report creation
Use of templates or models for code generation
Credit union or financial services industry experience
ESSENTIAL FUNCTIONS
Completes product technical design and prototyping, software development, bug verification and resolution.
Performs system analysis and programming activities which may require extensive research and analysis.
Provides technical/engineering support for new and existing applications from code delivery until the retirement of the application.
Provides both individual and budget-level tasks and product effort estimates/costs.
Ensures timely, effective, and quality delivery of software into production, both at an individual and team level.
Develops and tests applications based on business requirements and industry best practices.
Creates required technical documentation.
Adheres to documented departmental and corporate standards. Participates in the definition and documentation of standards.
Collaboratively works with QA team to ensure timely delivery of high-quality products.
Collaboratively works with customer support team to resolve or diagnose defects.
Performs release validation testing and beta support for projects.
Researches problems and develops solutions to the problems.
Occasional business travel as needed.
Conducts unit testing and integration testing for functionality and limits.
Assists in training and mentoring less experienced peers.
May contribute to product architecture.
May assist less experienced peers.
Equal Employment Opportunity

Applicants for U.S. based positions with Jack Henry & Associates must be legally authorized to work in the United States. Verification of employment eligibility will be required at the time of hire. Visa sponsorship is not available for this position.

Jack Henry & Associates, Inc. is an Equal Employment Opportunity/Affirmative Action Employer and maintains a Drug-Free Workplace.

Females, minorities, veterans, and individuals with disabilities are encouraged to apply.

#ITSoftwareMIS

MAYINDT4

]]>",3.7,"Jack Henry
3.7","Allen, TX","Monett, MO",5001 to 10000 employees,1976,Company - Public,Banks & Credit Unions,Finance,$1 to $2 billion (USD),"Fiserv, FIS","Jack Henry
",68,134,101.0, TX,Allen,0,44,0,0,0,0,0
366,Senior Software Engineer,$68K-$134K (Glassdoor est.),"Job Description

Symitar, a Jack Henry & Associates brand, is looking for a highly driven Senior Software Engineering with hand on experience building modern data applications. Join a diverse and talented team tasked with evolving our data applications into a modern, scalable data platform. In this role you will be expected to contribute to the design, architecture, and implementation of the data platform and its supporting systems. This strategic project is committed to bringing modern distributed computing, big data, and cutting-edge analytics to the credit union community. If sounds like an exciting challenge, then we want to speak with you.

This position can be based in one of the following office locations: Allen TX

MINIMUM QUALIFICATIONS
Bachelor’s degree required (business, software engineering, or computer science degree preferred).
Minimum of 6 years of technical experience in software development.
PREFERRED SKILLS
Skilled in Agile software development practices
Application development using a modern object-oriented language, preferably C#
Highly skilled with large relational databases including physical and logical design, scripting, and tuning
Container frameworks used to run microservices or data processing workloads with Docker or Mesos
System design and architecture
Data streaming with Apache Kafka or Pulsar
Data stream processing workloads using frameworks such as Apache Spark
Data modeling and warehousing techniques
Data visualizations and report creation
Use of templates or models for code generation
Credit union or financial services industry experience
ESSENTIAL FUNCTIONS
Completes product technical design and prototyping, software development, bug verification and resolution.
Performs system analysis and programming activities which may require extensive research and analysis.
Provides technical/engineering support for new and existing applications from code delivery until the retirement of the application.
Provides both individual and budget-level tasks and product effort estimates/costs.
Ensures timely, effective, and quality delivery of software into production, both at an individual and team level.
Develops and tests applications based on business requirements and industry best practices.
Creates required technical documentation.
Adheres to documented departmental and corporate standards. Participates in the definition and documentation of standards.
Collaboratively works with QA team to ensure timely delivery of high-quality products.
Collaboratively works with customer support team to resolve or diagnose defects.
Performs release validation testing and beta support for projects.
Researches problems and develops solutions to the problems.
Occasional business travel as needed.
Conducts unit testing and integration testing for functionality and limits.
Assists in training and mentoring less experienced peers.
May contribute to product architecture.
May assist less experienced peers.
Equal Employment Opportunity

Applicants for U.S. based positions with Jack Henry & Associates must be legally authorized to work in the United States. Verification of employment eligibility will be required at the time of hire. Visa sponsorship is not available for this position.

Jack Henry & Associates, Inc. is an Equal Employment Opportunity/Affirmative Action Employer and maintains a Drug-Free Workplace.

Females, minorities, veterans, and individuals with disabilities are encouraged to apply.

#ITSoftwareMIS

MAYINDT4

]]>",3.7,"Jack Henry
3.7","Allen, TX",-1,-1,-1,-1,-1,-1,-1,-1,"Jack Henry
",68,134,101.0, TX,Allen,0,-1,0,0,0,0,0
367,Senior Embedded Software Engineer - Custom Products,$68K-$134K (Glassdoor est.),"If you are a current Motorola Solutions employee, please click this link to apply through your Workday account.
Company Overview


At Motorola Solutions, we create technologies our customers refer to as their lifeline. Our technology platforms in communications, software, video and services help our customers work safely and more efficiently. Whether it’s helping firefighters see through smoke, enabling police officers to see around street corners, or reliably keeping the lights on in homes and businesses around the world, our work supports those who put their lives on the line to keep us safe. Bring your passion, potential and talents to Motorola Solutions, and help us usher in a new era in public safety and security.


Department Overview
The Applied Technology organization puts some of Motorola Solutions' brightest minds on unique, highly challenging projects. Based on decades of experience with our customers, we apply leading-edge technologies to support security and safety throughout the world. We engineer our products from start to finish and manufacture them in-house. We're known for low volume and high capability with focused specialization in areas including software-defined radios, advanced antenna solutions, artificial intelligence and machine learning, cybersecurity, signals intelligence and more. We can't tell you much more about what we do, but we can tell you it's amazing.

Job Description


Candidates for this position are software engineers with strong embedded programming skills who demonstrate curiosity, continuous learning, and an ability to adapt. Ideal candidates have a diverse knowledge and a wide variety of interests, especially in wireless communications. Hands-on experience in embedded software development is also beneficial. Our products are developed to very high standards of quality and reliability and you will be expected to learn and conform to the department’s software process during all development activities. You will have the opportunity to create proof-of-concept and low-volume specialty communications products for government and private industry.

Responsibilities:
Develop solutions for real world systems and standalone products to enhance existing Applied Technology offerings.
Collaborate with multi-disciplinary product development teams.
Perform duties in all areas of development (i.e. requirements analysis, high and low-level design, coding, model training and evaluation, documentation, real world testing, and validation).
Hands-on interaction with product hardware for developing and debugging.
Specific Skills/Knowledge:
Excellent understanding of real-time embedded software design and be proficient in Linux, C, C++, Python and other software languages and operating systems.
Agile software development and/or Git/JIRA experience is a plus.
Flexible, results-oriented problem-solver who requires minimal supervision. Projects can vary greatly from one to the next, so you must thrive on variety and enjoy taking on new challenges.
Ability to meaningfully communicate with members of all engineering disciplines (Hardware, RF, Software, FPGA, etc), as well as management.
Excellent verbal and written communication skills.
Experience Developing software for wireless communications products a plus

Basic Requirements
Bachelor's (BS) or Master's (MS) degree in Computer Engineering, Electrical Engineering, Computer Science or related technical field.
Experience programming in C, C++, and/or Python
Must be a U.S. citizen with ability to obtain necessary security clearance as required by government contract. Some contracts may have higher-level clearance requirements.

Travel Requirements
None

Relocation Provided
None

Position Type
Experienced

Referral Payment Plan
Yes

EEO Statement

Motorola Solutions is an Equal Opportunity Employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veteran's status, or, any other protected characteristic.",3.7,"Motorola Solutions
3.7","Chicago, IL","Chicago, IL",10000+ employees,1928,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),"Cisco Systems, Huawei Technologies, IBM","Motorola Solutions
",68,134,101.0, IL,Chicago,1,92,0,1,1,0,0
368,Senior Embedded Software Engineer - Custom Products,$68K-$134K (Glassdoor est.),"If you are a current Motorola Solutions employee, please click this link to apply through your Workday account.
Company Overview


At Motorola Solutions, we create technologies our customers refer to as their lifeline. Our technology platforms in communications, software, video and services help our customers work safely and more efficiently. Whether it’s helping firefighters see through smoke, enabling police officers to see around street corners, or reliably keeping the lights on in homes and businesses around the world, our work supports those who put their lives on the line to keep us safe. Bring your passion, potential and talents to Motorola Solutions, and help us usher in a new era in public safety and security.


Department Overview
The Applied Technology organization puts some of Motorola Solutions' brightest minds on unique, highly challenging projects. Based on decades of experience with our customers, we apply leading-edge technologies to support security and safety throughout the world. We engineer our products from start to finish and manufacture them in-house. We're known for low volume and high capability with focused specialization in areas including software-defined radios, advanced antenna solutions, artificial intelligence and machine learning, cybersecurity, signals intelligence and more. We can't tell you much more about what we do, but we can tell you it's amazing.

Job Description


Candidates for this position are software engineers with strong embedded programming skills who demonstrate curiosity, continuous learning, and an ability to adapt. Ideal candidates have a diverse knowledge and a wide variety of interests, especially in wireless communications. Hands-on experience in embedded software development is also beneficial. Our products are developed to very high standards of quality and reliability and you will be expected to learn and conform to the department’s software process during all development activities. You will have the opportunity to create proof-of-concept and low-volume specialty communications products for government and private industry.

Responsibilities:
Develop solutions for real world systems and standalone products to enhance existing Applied Technology offerings.
Collaborate with multi-disciplinary product development teams.
Perform duties in all areas of development (i.e. requirements analysis, high and low-level design, coding, model training and evaluation, documentation, real world testing, and validation).
Hands-on interaction with product hardware for developing and debugging.
Specific Skills/Knowledge:
Excellent understanding of real-time embedded software design and be proficient in Linux, C, C++, Python and other software languages and operating systems.
Agile software development and/or Git/JIRA experience is a plus.
Flexible, results-oriented problem-solver who requires minimal supervision. Projects can vary greatly from one to the next, so you must thrive on variety and enjoy taking on new challenges.
Ability to meaningfully communicate with members of all engineering disciplines (Hardware, RF, Software, FPGA, etc), as well as management.
Excellent verbal and written communication skills.
Experience Developing software for wireless communications products a plus

Basic Requirements
Bachelor's (BS) or Master's (MS) degree in Computer Engineering, Electrical Engineering, Computer Science or related technical field.
Experience programming in C, C++, and/or Python
Must be a U.S. citizen with ability to obtain necessary security clearance as required by government contract. Some contracts may have higher-level clearance requirements.

Travel Requirements
None

Relocation Provided
None

Position Type
Experienced

Referral Payment Plan
Yes

EEO Statement

Motorola Solutions is an Equal Opportunity Employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veteran's status, or, any other protected characteristic.",3.7,"Motorola Solutions
3.7","Chicago, IL",-1,-1,-1,-1,-1,-1,-1,-1,"Motorola Solutions
",68,134,101.0, IL,Chicago,0,-1,0,1,1,0,0
369,Analytical Engineer - NVH,$68K-$134K (Glassdoor est.),"We are AAM. We have the POWER to move the world.

At AAM, we're looking for associates who push boundaries and drive solutions for the future. Innovators. Thinkers. Dreamers. Doers. No matter the role or function, every associate is a piece of what makes AAM great. Were growing and building #TeamAAM to be the best. Join us!

Job Posting Title

Analytical Engineer - NVH

Job Description Summary

American Axle & Manufacturing has openings for Analytical Engineer - NVH at its facility in Rochester Hills, Michigan.

Job Description
Develop CAE (Computer-Aided Engineering) models based on CAD models such as NX/Unigraphics models, by using FEA (Finite Element Analysis), MBD (Multi-Body Dynamics), and other CAE tools, including Matlab/Simulink and ADAMS, for electric and hybrid vehicle driveline systems.
Perform automotive driveline system dynamics, kinematics and acoustics simulations to identify NVH risks that are related to gear train systems.
Perform design iterations and optimization studies to identify best design solutions to meet internal and customer requirements.
Correlate CAE model results to vehicle and lab data.
Assist NVH project engineers in reviewing customer technical specifications relative to NVH performance and CAE modeling needs
Develop new NVH CAE modeling methodologies and new procedures that are related to development of driveline products.
Create and present analytical reports that are related to Driveline system NVH performances to internal and external customers.
Required Skills and Education

Masters Degree in Electric-Drive Vehicle Engineering, or Mechanical Engineering, or foreign equivalent education, and 6 months experience in Automotive Engineering. 6 months of experience is required in the following:
Working with modeling and simulation of electric and hybrid vehicles
Working with Dynamics tools including Matlab/Simulink
Working with automotive gear train systems
Simulation of vehicle gear train system dynamics
Working with control theory of electrical vehicles
Working with CAD software including NX/Unigraphics
Experience may be obtained concurrently.

About American Axle & Manufacturing

For over 20 years, customers around the world have entrusted AAM to design, engineer, validate and manufacture driveline and metal forming technologies for automotive, commercial and industrial markets. Today, we are a premier global Tier 1 automotive supplier with broad capabilities across multiple product lines to deliver efficient, powerful and innovative solutions for our customers. Weve earned the trust of our suppliers and our customers through our steadfast commitments to quality, operational excellence and technology leadership.

AAM delivers power. We deliver power literally through vehicle components, systems and innovation, but we also deliver power in ways unseen. We power our associates, their families, and the communities in which we operate. Our global team of over 21,000 associates has a clear vision of where AAM is going and how we are going to get there. After all, they are the reason we are a leader in the automotive industry. We are powering the future. We are AAM. Move with us, and join #TeamAAM.

AAM will not discriminate against any Associate or applicant for employment because of age, race, color, gender, religion, weight, height, marital status, sexual orientation, genetic history or information, gender identity or expression, disability, protected veteran status, national origin, or other characteristic protected by law. AAM will take affirmative action to ensure that applicants are employed, and that Associates are treated equally during employment, without regard to their age, race, color, gender, religion, weight, height, marital status, sexual orientation, genetic history or information, gender identity or expression, disability, protected veteran status, national origin, or other characteristic protected by law. For the Disabled Job Seeker: We offer reasonable accommodations for qualified disabled individuals who are applicants for employment. To request assistance or accommodations, please e-mail TalentAcquisition@aam.com . AAM is an equal opportunity/affirmative action employer.

Unsolicited Resumes from Third-Party Recruiters

Please note that as per AAM policy, we do not accept unsolicited resumes from third-party recruiters unless such recruiters were engaged to provide candidates for a specified opening. Any employment agency, person or entity that submits an unsolicited resume does so with the understanding that AAM will have the right to hire that applicant at its discretion without any fee owed to the submitting employment agency, person or entity.",3.3,"American Axle & Manufacturing
3.3","Rochester Hills, MI","Detroit, MI",10000+ employees,1994,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$5 to $10 billion (USD),-1,"American Axle & Manufacturing
",68,134,101.0, MI,Rochester Hills,0,26,0,0,0,0,0
370,Analytical Engineer - NVH,$68K-$134K (Glassdoor est.),"We are AAM. We have the POWER to move the world.

At AAM, we're looking for associates who push boundaries and drive solutions for the future. Innovators. Thinkers. Dreamers. Doers. No matter the role or function, every associate is a piece of what makes AAM great. Were growing and building #TeamAAM to be the best. Join us!

Job Posting Title

Analytical Engineer - NVH

Job Description Summary

American Axle & Manufacturing has openings for Analytical Engineer - NVH at its facility in Rochester Hills, Michigan.

Job Description
Develop CAE (Computer-Aided Engineering) models based on CAD models such as NX/Unigraphics models, by using FEA (Finite Element Analysis), MBD (Multi-Body Dynamics), and other CAE tools, including Matlab/Simulink and ADAMS, for electric and hybrid vehicle driveline systems.
Perform automotive driveline system dynamics, kinematics and acoustics simulations to identify NVH risks that are related to gear train systems.
Perform design iterations and optimization studies to identify best design solutions to meet internal and customer requirements.
Correlate CAE model results to vehicle and lab data.
Assist NVH project engineers in reviewing customer technical specifications relative to NVH performance and CAE modeling needs
Develop new NVH CAE modeling methodologies and new procedures that are related to development of driveline products.
Create and present analytical reports that are related to Driveline system NVH performances to internal and external customers.
Required Skills and Education

Masters Degree in Electric-Drive Vehicle Engineering, or Mechanical Engineering, or foreign equivalent education, and 6 months experience in Automotive Engineering. 6 months of experience is required in the following:
Working with modeling and simulation of electric and hybrid vehicles
Working with Dynamics tools including Matlab/Simulink
Working with automotive gear train systems
Simulation of vehicle gear train system dynamics
Working with control theory of electrical vehicles
Working with CAD software including NX/Unigraphics
Experience may be obtained concurrently.

About American Axle & Manufacturing

For over 20 years, customers around the world have entrusted AAM to design, engineer, validate and manufacture driveline and metal forming technologies for automotive, commercial and industrial markets. Today, we are a premier global Tier 1 automotive supplier with broad capabilities across multiple product lines to deliver efficient, powerful and innovative solutions for our customers. Weve earned the trust of our suppliers and our customers through our steadfast commitments to quality, operational excellence and technology leadership.

AAM delivers power. We deliver power literally through vehicle components, systems and innovation, but we also deliver power in ways unseen. We power our associates, their families, and the communities in which we operate. Our global team of over 21,000 associates has a clear vision of where AAM is going and how we are going to get there. After all, they are the reason we are a leader in the automotive industry. We are powering the future. We are AAM. Move with us, and join #TeamAAM.

AAM will not discriminate against any Associate or applicant for employment because of age, race, color, gender, religion, weight, height, marital status, sexual orientation, genetic history or information, gender identity or expression, disability, protected veteran status, national origin, or other characteristic protected by law. AAM will take affirmative action to ensure that applicants are employed, and that Associates are treated equally during employment, without regard to their age, race, color, gender, religion, weight, height, marital status, sexual orientation, genetic history or information, gender identity or expression, disability, protected veteran status, national origin, or other characteristic protected by law. For the Disabled Job Seeker: We offer reasonable accommodations for qualified disabled individuals who are applicants for employment. To request assistance or accommodations, please e-mail TalentAcquisition@aam.com . AAM is an equal opportunity/affirmative action employer.

Unsolicited Resumes from Third-Party Recruiters

Please note that as per AAM policy, we do not accept unsolicited resumes from third-party recruiters unless such recruiters were engaged to provide candidates for a specified opening. Any employment agency, person or entity that submits an unsolicited resume does so with the understanding that AAM will have the right to hire that applicant at its discretion without any fee owed to the submitting employment agency, person or entity.",3.3,"American Axle & Manufacturing
3.3","Rochester Hills, MI",-1,-1,-1,-1,-1,-1,-1,-1,"American Axle & Manufacturing
",68,134,101.0, MI,Rochester Hills,0,-1,0,0,0,0,0
371,Sr Software Engineer / Solutions Architect - Infrastructure / Workflow,$68K-$134K (Glassdoor est.),"ClearEdge is seeking a customer-focused Senior Software Engineer / Solutions Architect to assist with a number of internal projects. This individual will perform research, architecture analysis, recommend options, and implement solutions. The position requires a detail-oriented individual that's capable of being the point person for a number of internal infrastructure initiatives. Traits that are important include strong work ethic, flexibility in day-to-day tasking, strong problem solving ability, and excellent customer-facing skills. The ideal candidate would be independently self-sufficient provided high-level tasking and direction.
Required Skills:
Experienced in development and deployment across various operating systems
Fluent in deploying complex applications to server environments (e.g., Windows service or Linux daemon integration)
Proficient across multiple programming languages (e.g., Java, PHP, JavaScript, etc.)
Solid understanding of web-related development concepts (e.g., HTTP, SSL, REST, etc.)
Understanding of big-picture development of complex enterprise systems (e.g., recognizing what is required to get to market, involving and soliciting stakeholders, helping drive user adoption, and providing subject matter expertise to support staff)
Must possess strong communication skills including the ability to provide written software and technical documentation as well as strong oral communication skills to conduct briefings and presentations to leadership
Takes responsibility for software quality - leverages best practices, sound problem solving techniques, and ensures that systems are appropriately tested
Desired Skills:
Strong proficiency with Linux a plus (OS setup/tuning, shell scripting, daemon setup, etc.)
Experience with workflow or business process automation systems (BPMSs) a plus
Strong multi-full-stack experience a plus (e.g. JavaEE, NodeJS, LAMP)
Other Requirements:
US citizenship required
No clearance is required, but this position has the ability to sponsor a TS/SCI Security Clearance
About us: Experienced advanced analytic development company providing new cyber solutions to current and emerging missions

Our Core Values of Honesty, Integrity, Loyalty, Fairness, Respect, Responsibility, and Accountability drive our mission and vision and are the heart of what we do each day. We combine our Core Values with the three key elements of people, technology, and integrity to repeatedly deliver stellar results within our primary competencies.

ClearEdge is also pleased to share that we have recently expanded our prime and subcontract presence into new cyber markets!

Please visit our Benefits page to learn more about what ClearEdge has to offer employees!

If this position does not fit your skillset, please visit our Careers page to explore our current openings, or contact a ClearEdge recruiter at careers@clearedgeit.com. ClearEdge is an equal opportunity employer.",4.0,"ClearEdge
4.0","Annapolis Junction, MD","Annapolis Junction, MD",51 to 200 employees,2002,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),-1,"ClearEdge
",68,134,101.0, MD,Annapolis Junction,1,18,1,0,0,0,0
372,Sr Software Engineer / Solutions Architect - Infrastructure / Workflow,$68K-$134K (Glassdoor est.),"ClearEdge is seeking a customer-focused Senior Software Engineer / Solutions Architect to assist with a number of internal projects. This individual will perform research, architecture analysis, recommend options, and implement solutions. The position requires a detail-oriented individual that's capable of being the point person for a number of internal infrastructure initiatives. Traits that are important include strong work ethic, flexibility in day-to-day tasking, strong problem solving ability, and excellent customer-facing skills. The ideal candidate would be independently self-sufficient provided high-level tasking and direction.
Required Skills:
Experienced in development and deployment across various operating systems
Fluent in deploying complex applications to server environments (e.g., Windows service or Linux daemon integration)
Proficient across multiple programming languages (e.g., Java, PHP, JavaScript, etc.)
Solid understanding of web-related development concepts (e.g., HTTP, SSL, REST, etc.)
Understanding of big-picture development of complex enterprise systems (e.g., recognizing what is required to get to market, involving and soliciting stakeholders, helping drive user adoption, and providing subject matter expertise to support staff)
Must possess strong communication skills including the ability to provide written software and technical documentation as well as strong oral communication skills to conduct briefings and presentations to leadership
Takes responsibility for software quality - leverages best practices, sound problem solving techniques, and ensures that systems are appropriately tested
Desired Skills:
Strong proficiency with Linux a plus (OS setup/tuning, shell scripting, daemon setup, etc.)
Experience with workflow or business process automation systems (BPMSs) a plus
Strong multi-full-stack experience a plus (e.g. JavaEE, NodeJS, LAMP)
Other Requirements:
US citizenship required
No clearance is required, but this position has the ability to sponsor a TS/SCI Security Clearance
About us: Experienced advanced analytic development company providing new cyber solutions to current and emerging missions

Our Core Values of Honesty, Integrity, Loyalty, Fairness, Respect, Responsibility, and Accountability drive our mission and vision and are the heart of what we do each day. We combine our Core Values with the three key elements of people, technology, and integrity to repeatedly deliver stellar results within our primary competencies.

ClearEdge is also pleased to share that we have recently expanded our prime and subcontract presence into new cyber markets!

Please visit our Benefits page to learn more about what ClearEdge has to offer employees!

If this position does not fit your skillset, please visit our Careers page to explore our current openings, or contact a ClearEdge recruiter at careers@clearedgeit.com. ClearEdge is an equal opportunity employer.",4.0,"ClearEdge
4.0","Annapolis Junction, MD",-1,-1,-1,-1,-1,-1,-1,-1,"ClearEdge
",68,134,101.0, MD,Annapolis Junction,0,-1,1,0,0,0,0
373,Principal Software Engineer (AI),$68K-$134K (Glassdoor est.),"ABOUT US
True Digital Surgery is a World Leader in Computer-Guided Microsurgery. We combine 3D visualization and guidance software applications focused on improving accuracy, efficiency and outcomes for surgeons and patients. Our medical imaging and guidance system employs advanced real-time 3D graphics capabilities and proprietary software that is sold to surgeons and hospitals all over the world.
SUMMARY
True Digital Surgery’s (TDS) mission is to continuously innovate in the digital imaging and medical device domains. Our technological pillars include all aspects of hardware and software imaging, robotics, augmented reality (AR) and artificial intelligence (AI). TDS’s products are designed to present the surgeons with real-time image fusions of live, preoperative, interoperative, and aggerated data in order to seamlessly give surgeons with all available information, thereby improving decision quality, and thus patient outcomes. The purpose of the Principal Software Engineer - Artificial Intelligence, is to develop IP, product concepts, and technical POCs, which utilize any Machine Learning to improve the surgeon interactions with our products.
ESSENTIAL DUTIES AND RESPONSIBILITIES
Include the following. Other duties may be assigned.
Identify opportunities to dramatically improve our Ease of Use, and rate of adoption, using improved digital technologies that are applied to any of our system components, including but not limited to:
Adaptive noise reduction or image enhancement
Collaborative robot interactions and collision avoidance
Smart Interfaces (Adaptive GUI, Body Tracking, Voice Interaction, etc.)
Have great ideas and reduce them to practice. Use demonstrated successful experiences in Machine Learning, Deep Learning, and/or Image Recognition.
Lead technical aspects of Phase 1 (POC/Prototype) Product Developments.
Lead all technical aspects related to the POC/Prototype of: capturing of extended digital data, real time diagnostics, and digital system usage patterns (Black Box & Phone Home).
Be an active participant and evangelist TDS technical communities by carrying out cutting edge development, and communicating your work in scientific conferences, presentations, papers, application notes, and TDS activities.
QUALIFICATIONS
To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed below are representative of the knowledge, skill, and/or ability required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.
Education/Experience
Typically requires a minimum of 15 years of related experience with a Bachelor’s degree; or 12 years and a Master’s degree; or a PhD with 8 years experience; or equivalent experience.
Computer Skills
To perform this job successfully, an individual should have knowledge of Microsoft Word, Excel and Outlook or equivalent.
The following knowledge is also required:
Experience with standard programming concepts, best-practices, and procedures
Programing Languages: C++ / C
Working knowledge of Scrum or other Agile development methodologies
Benefits:
We value our employees’ time and efforts. Our commitment to your success is enhanced by our competitive compensation and an extensive benefits package including paid time off, medical, dental and vision benefits and future growth opportunities within the company. Plus, we work to maintain the best possible environment
To Apply:
To respond to this opportunity, please apply through this ad and be sure to include your resume.
We are an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, or any other characteristic protected by law.",5.0,"True Digital Surgery
5.0","Goleta, CA","Goleta, CA",1 to 50 employees,2018,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,"True Digital Surgery
",68,134,101.0, CA,Goleta,1,2,0,0,1,0,0
374,Principal Software Engineer (AI),$68K-$134K (Glassdoor est.),"ABOUT US
True Digital Surgery is a World Leader in Computer-Guided Microsurgery. We combine 3D visualization and guidance software applications focused on improving accuracy, efficiency and outcomes for surgeons and patients. Our medical imaging and guidance system employs advanced real-time 3D graphics capabilities and proprietary software that is sold to surgeons and hospitals all over the world.
SUMMARY
True Digital Surgery’s (TDS) mission is to continuously innovate in the digital imaging and medical device domains. Our technological pillars include all aspects of hardware and software imaging, robotics, augmented reality (AR) and artificial intelligence (AI). TDS’s products are designed to present the surgeons with real-time image fusions of live, preoperative, interoperative, and aggerated data in order to seamlessly give surgeons with all available information, thereby improving decision quality, and thus patient outcomes. The purpose of the Principal Software Engineer - Artificial Intelligence, is to develop IP, product concepts, and technical POCs, which utilize any Machine Learning to improve the surgeon interactions with our products.
ESSENTIAL DUTIES AND RESPONSIBILITIES
Include the following. Other duties may be assigned.
Identify opportunities to dramatically improve our Ease of Use, and rate of adoption, using improved digital technologies that are applied to any of our system components, including but not limited to:
Adaptive noise reduction or image enhancement
Collaborative robot interactions and collision avoidance
Smart Interfaces (Adaptive GUI, Body Tracking, Voice Interaction, etc.)
Have great ideas and reduce them to practice. Use demonstrated successful experiences in Machine Learning, Deep Learning, and/or Image Recognition.
Lead technical aspects of Phase 1 (POC/Prototype) Product Developments.
Lead all technical aspects related to the POC/Prototype of: capturing of extended digital data, real time diagnostics, and digital system usage patterns (Black Box & Phone Home).
Be an active participant and evangelist TDS technical communities by carrying out cutting edge development, and communicating your work in scientific conferences, presentations, papers, application notes, and TDS activities.
QUALIFICATIONS
To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed below are representative of the knowledge, skill, and/or ability required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.
Education/Experience
Typically requires a minimum of 15 years of related experience with a Bachelor’s degree; or 12 years and a Master’s degree; or a PhD with 8 years experience; or equivalent experience.
Computer Skills
To perform this job successfully, an individual should have knowledge of Microsoft Word, Excel and Outlook or equivalent.
The following knowledge is also required:
Experience with standard programming concepts, best-practices, and procedures
Programing Languages: C++ / C
Working knowledge of Scrum or other Agile development methodologies
Benefits:
We value our employees’ time and efforts. Our commitment to your success is enhanced by our competitive compensation and an extensive benefits package including paid time off, medical, dental and vision benefits and future growth opportunities within the company. Plus, we work to maintain the best possible environment
To Apply:
To respond to this opportunity, please apply through this ad and be sure to include your resume.
We are an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, or any other characteristic protected by law.",5.0,"True Digital Surgery
5.0","Goleta, CA",-1,-1,-1,-1,-1,-1,-1,-1,"True Digital Surgery
",68,134,101.0, CA,Goleta,0,-1,0,0,1,0,0
